'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:08.990',0.011,-1.238,-1.250,0.614,0.631,-1.244,0.274,0.244,0.472,0.126,-0.169,0.172,-0.181,-0.750,0.037
'0:08.991',0.015,-1.239,-1.254,0.612,0.635,-1.246,0.279,0.250,0.477,0.127,-0.170,0.172,-0.181,-0.753,0.035
'0:08.992',0.015,-1.244,-1.259,0.614,0.637,-1.252,0.279,0.255,0.481,0.127,-0.172,0.169,-0.181,-0.755,0.035
'0:08.993',0.015,-1.250,-1.264,0.618,0.639,-1.256,0.281,0.260,0.486,0.129,-0.175,0.168,-0.180,-0.759,0.034
'0:08.994',0.013,-1.250,-1.262,0.619,0.638,-1.256,0.284,0.262,0.488,0.128,-0.178,0.167,-0.181,-0.756,0.035
'0:08.995',0.017,-1.251,-1.268,0.617,0.642,-1.259,0.286,0.265,0.490,0.130,-0.178,0.167,-0.182,-0.756,0.032
'0:08.996',0.018,-1.253,-1.272,0.617,0.645,-1.262,0.289,0.271,0.496,0.135,-0.179,0.168,-0.182,-0.764,0.026
'0:08.997',0.015,-1.256,-1.271,0.620,0.643,-1.263,0.291,0.273,0.498,0.137,-0.183,0.166,-0.183,-0.768,0.023
'0:08.998',0.014,-1.260,-1.274,0.623,0.644,-1.267,0.293,0.275,0.500,0.137,-0.185,0.166,-0.183,-0.770,0.019
'0:08.999',0.011,-1.263,-1.274,0.626,0.643,-1.268,0.295,0.278,0.503,0.138,-0.186,0.166,-0.183,-0.771,0.016
'0:09.000',0.011,-1.266,-1.277,0.627,0.644,-1.272,0.296,0.281,0.505,0.140,-0.189,0.166,-0.183,-0.774,0.015
'0:09.001',0.007,-1.270,-1.278,0.630,0.643,-1.274,0.298,0.283,0.506,0.140,-0.192,0.164,-0.185,-0.776,0.015
'0:09.002',0.008,-1.268,-1.277,0.630,0.643,-1.273,0.297,0.284,0.508,0.141,-0.194,0.163,-0.185,-0.774,0.013
'0:09.003',0.011,-1.267,-1.278,0.628,0.644,-1.272,0.299,0.286,0.512,0.144,-0.195,0.165,-0.185,-0.776,0.015
'0:09.004',0.012,-1.270,-1.282,0.628,0.647,-1.276,0.303,0.290,0.513,0.145,-0.196,0.166,-0.186,-0.780,0.015
'0:09.005',0.013,-1.272,-1.285,0.629,0.649,-1.278,0.302,0.292,0.513,0.144,-0.199,0.164,-0.184,-0.779,0.015
'0:09.006',0.011,-1.275,-1.286,0.631,0.649,-1.280,0.303,0.292,0.514,0.143,-0.202,0.163,-0.182,-0.778,0.014
'0:09.007',0.011,-1.276,-1.286,0.632,0.649,-1.281,0.303,0.291,0.515,0.143,-0.203,0.162,-0.182,-0.777,0.011
'0:09.008',0.011,-1.276,-1.288,0.632,0.649,-1.282,0.303,0.291,0.517,0.143,-0.203,0.161,-0.183,-0.776,0.010
'0:09.009',0.014,-1.277,-1.291,0.631,0.652,-1.284,0.304,0.293,0.517,0.145,-0.203,0.160,-0.183,-0.780,0.009
'0:09.010',0.013,-1.278,-1.290,0.632,0.651,-1.284,0.307,0.295,0.520,0.147,-0.203,0.162,-0.183,-0.780,0.007
'0:09.011',0.013,-1.278,-1.292,0.632,0.652,-1.285,0.309,0.299,0.522,0.147,-0.203,0.162,-0.182,-0.780,0.004
'0:09.012',0.015,-1.280,-1.295,0.632,0.655,-1.288,0.305,0.299,0.521,0.147,-0.205,0.161,-0.183,-0.783,0.004
'0:09.013',0.017,-1.277,-1.294,0.630,0.655,-1.286,0.303,0.301,0.524,0.145,-0.206,0.160,-0.182,-0.775,0.003
'0:09.014',0.021,-1.278,-1.299,0.628,0.660,-1.288,0.307,0.302,0.526,0.145,-0.207,0.159,-0.182,-0.773,0.001
'0:09.015',0.021,-1.282,-1.304,0.630,0.663,-1.293,0.308,0.303,0.528,0.148,-0.204,0.162,-0.182,-0.778,0.002
'0:09.016',0.021,-1.280,-1.300,0.629,0.660,-1.290,0.311,0.306,0.532,0.151,-0.204,0.164,-0.181,-0.782,0.000
'0:09.017',0.021,-1.278,-1.299,0.628,0.660,-1.288,0.311,0.309,0.533,0.153,-0.203,0.166,-0.182,-0.783,-0.001
'0:09.018',0.021,-1.276,-1.298,0.627,0.660,-1.287,0.314,0.311,0.535,0.155,-0.203,0.165,-0.183,-0.786,-0.002
'0:09.019',0.026,-1.275,-1.301,0.624,0.663,-1.288,0.317,0.312,0.537,0.155,-0.203,0.165,-0.183,-0.785,-0.003
'0:09.020',0.032,-1.272,-1.304,0.620,0.668,-1.288,0.314,0.314,0.538,0.156,-0.203,0.165,-0.180,-0.780,-0.004
'0:09.021',0.029,-1.269,-1.298,0.620,0.663,-1.283,0.314,0.314,0.538,0.157,-0.203,0.165,-0.180,-0.778,-0.006
'0:09.022',0.025,-1.274,-1.300,0.625,0.663,-1.288,0.316,0.316,0.540,0.158,-0.203,0.167,-0.180,-0.781,-0.004
'0:09.023',0.022,-1.279,-1.300,0.628,0.661,-1.290,0.318,0.318,0.544,0.160,-0.202,0.167,-0.181,-0.787,-0.003
'0:09.024',0.021,-1.280,-1.301,0.629,0.661,-1.290,0.317,0.319,0.546,0.162,-0.202,0.166,-0.179,-0.787,-0.004
'0:09.025',0.024,-1.278,-1.302,0.627,0.663,-1.290,0.318,0.318,0.543,0.162,-0.202,0.166,-0.179,-0.785,-0.006
'0:09.026',0.019,-1.278,-1.296,0.628,0.658,-1.287,0.316,0.315,0.543,0.158,-0.203,0.164,-0.179,-0.783,-0.009
'0:09.027',0.018,-1.278,-1.297,0.630,0.658,-1.288,0.316,0.317,0.545,0.157,-0.204,0.164,-0.180,-0.784,-0.009
'0:09.028',0.020,-1.278,-1.297,0.628,0.659,-1.287,0.315,0.319,0.547,0.159,-0.202,0.166,-0.178,-0.782,-0.010
'0:09.029',0.021,-1.275,-1.296,0.626,0.658,-1.286,0.314,0.320,0.547,0.160,-0.203,0.167,-0.175,-0.780,-0.013
'0:09.030',0.021,-1.272,-1.294,0.625,0.658,-1.283,0.315,0.320,0.550,0.161,-0.202,0.169,-0.176,-0.783,-0.016
'0:09.031',0.022,-1.273,-1.295,0.625,0.658,-1.284,0.317,0.322,0.553,0.161,-0.201,0.170,-0.174,-0.780,-0.012
'0:09.032',0.022,-1.276,-1.298,0.626,0.660,-1.286,0.320,0.323,0.553,0.163,-0.204,0.167,-0.175,-0.778,-0.011
'0:09.033',0.022,-1.279,-1.300,0.628,0.661,-1.290,0.316,0.324,0.553,0.163,-0.203,0.168,-0.175,-0.778,-0.011
'0:09.034',0.022,-1.278,-1.300,0.627,0.661,-1.289,0.315,0.325,0.553,0.162,-0.202,0.169,-0.174,-0.777,-0.011
'0:09.035',0.021,-1.277,-1.298,0.627,0.659,-1.287,0.317,0.325,0.556,0.164,-0.200,0.171,-0.174,-0.779,-0.016
'0:09.036',0.022,-1.274,-1.296,0.626,0.659,-1.286,0.320,0.328,0.560,0.168,-0.198,0.173,-0.173,-0.781,-0.017
'0:09.037',0.024,-1.274,-1.298,0.625,0.661,-1.286,0.322,0.330,0.559,0.169,-0.198,0.173,-0.172,-0.782,-0.015
'0:09.038',0.022,-1.277,-1.300,0.627,0.661,-1.288,0.323,0.331,0.560,0.171,-0.197,0.174,-0.172,-0.783,-0.017
'0:09.039',0.021,-1.276,-1.298,0.627,0.659,-1.287,0.322,0.331,0.561,0.170,-0.199,0.175,-0.172,-0.787,-0.025
'0:09.040',0.022,-1.278,-1.300,0.627,0.661,-1.288,0.322,0.333,0.562,0.170,-0.199,0.174,-0.170,-0.787,-0.029
'0:09.041',0.024,-1.275,-1.298,0.625,0.661,-1.287,0.324,0.335,0.563,0.172,-0.199,0.173,-0.171,-0.782,-0.022
'0:09.042',0.025,-1.272,-1.297,0.624,0.661,-1.284,0.323,0.334,0.565,0.171,-0.200,0.172,-0.172,-0.779,-0.015
'0:09.043',0.025,-1.272,-1.296,0.623,0.661,-1.284,0.322,0.334,0.564,0.172,-0.200,0.172,-0.172,-0.779,-0.013
'0:09.044',0.025,-1.270,-1.294,0.623,0.660,-1.282,0.324,0.336,0.565,0.173,-0.199,0.173,-0.172,-0.781,-0.017
'0:09.045',0.025,-1.271,-1.296,0.623,0.660,-1.283,0.324,0.337,0.566,0.173,-0.199,0.173,-0.171,-0.781,-0.020
'0:09.046',0.025,-1.268,-1.292,0.621,0.659,-1.280,0.322,0.338,0.567,0.174,-0.199,0.173,-0.171,-0.777,-0.021
'0:09.047',0.023,-1.266,-1.289,0.622,0.656,-1.278,0.322,0.336,0.567,0.172,-0.199,0.172,-0.170,-0.775,-0.022
'0:09.048',0.025,-1.266,-1.291,0.620,0.658,-1.278,0.320,0.336,0.566,0.171,-0.201,0.171,-0.169,-0.772,-0.022
'0:09.049',0.028,-1.264,-1.292,0.618,0.660,-1.278,0.320,0.338,0.567,0.173,-0.201,0.172,-0.167,-0.771,-0.022
'0:09.050',0.025,-1.266,-1.291,0.621,0.658,-1.278,0.320,0.337,0.567,0.172,-0.202,0.172,-0.169,-0.774,-0.025
'0:09.051',0.025,-1.265,-1.290,0.620,0.657,-1.278,0.320,0.338,0.567,0.172,-0.202,0.170,-0.170,-0.773,-0.026
'0:09.052',0.025,-1.264,-1.289,0.620,0.657,-1.276,0.319,0.340,0.569,0.172,-0.202,0.171,-0.168,-0.771,-0.026
'0:09.053',0.026,-1.266,-1.293,0.620,0.660,-1.280,0.320,0.342,0.572,0.173,-0.201,0.172,-0.167,-0.771,-0.025
'0:09.054',0.026,-1.270,-1.296,0.621,0.661,-1.282,0.322,0.342,0.574,0.173,-0.200,0.172,-0.166,-0.772,-0.024
'0:09.055',0.025,-1.268,-1.292,0.622,0.658,-1.280,0.324,0.343,0.574,0.174,-0.197,0.175,-0.167,-0.771,-0.022
'0:09.056',0.026,-1.270,-1.296,0.621,0.661,-1.282,0.327,0.348,0.580,0.180,-0.193,0.181,-0.166,-0.775,-0.023
'0:09.057',0.028,-1.271,-1.299,0.622,0.664,-1.285,0.328,0.352,0.581,0.183,-0.191,0.183,-0.165,-0.779,-0.025
'0:09.058',0.029,-1.266,-1.296,0.618,0.663,-1.281,0.326,0.352,0.580,0.183,-0.191,0.181,-0.165,-0.775,-0.026
'0:09.059',0.029,-1.262,-1.292,0.616,0.661,-1.278,0.323,0.349,0.579,0.180,-0.194,0.179,-0.164,-0.770,-0.027
'0:09.060',0.027,-1.262,-1.289,0.617,0.658,-1.276,0.324,0.349,0.578,0.179,-0.195,0.178,-0.163,-0.767,-0.028
'0:09.061',0.029,-1.258,-1.288,0.614,0.658,-1.272,0.324,0.351,0.581,0.181,-0.194,0.180,-0.159,-0.763,-0.025
'0:09.062',0.034,-1.252,-1.286,0.609,0.659,-1.268,0.323,0.352,0.581,0.181,-0.193,0.182,-0.159,-0.763,-0.025
'0:09.063',0.029,-1.256,-1.285,0.613,0.657,-1.270,0.322,0.352,0.581,0.183,-0.194,0.181,-0.163,-0.766,-0.028
'0:09.064',0.029,-1.259,-1.289,0.615,0.659,-1.274,0.325,0.355,0.586,0.186,-0.192,0.183,-0.161,-0.768,-0.029
'0:09.065',0.030,-1.260,-1.290,0.615,0.660,-1.275,0.328,0.357,0.589,0.189,-0.190,0.187,-0.159,-0.770,-0.028
'0:09.066',0.025,-1.264,-1.290,0.619,0.658,-1.277,0.326,0.357,0.589,0.187,-0.191,0.186,-0.160,-0.768,-0.027
'0:09.067',0.025,-1.260,-1.286,0.617,0.656,-1.273,0.325,0.356,0.587,0.183,-0.191,0.183,-0.160,-0.765,-0.031
'0:09.068',0.023,-1.258,-1.282,0.618,0.653,-1.270,0.325,0.356,0.586,0.184,-0.191,0.184,-0.160,-0.763,-0.032
'0:09.069',0.022,-1.258,-1.280,0.618,0.651,-1.270,0.326,0.359,0.589,0.184,-0.189,0.184,-0.160,-0.762,-0.030
'0:09.070',0.024,-1.256,-1.278,0.616,0.651,-1.267,0.324,0.359,0.591,0.186,-0.189,0.185,-0.158,-0.760,-0.030
'0:09.071',0.024,-1.254,-1.278,0.616,0.651,-1.266,0.325,0.361,0.593,0.189,-0.190,0.186,-0.159,-0.761,-0.034
'0:09.072',0.022,-1.258,-1.280,0.618,0.651,-1.268,0.326,0.362,0.596,0.189,-0.189,0.188,-0.158,-0.759,-0.035
'0:09.073',0.024,-1.258,-1.282,0.618,0.653,-1.270,0.326,0.363,0.595,0.190,-0.188,0.188,-0.157,-0.756,-0.033
'0:09.074',0.026,-1.258,-1.284,0.615,0.655,-1.270,0.327,0.364,0.597,0.190,-0.189,0.188,-0.157,-0.759,-0.036
'0:09.075',0.028,-1.258,-1.286,0.615,0.657,-1.272,0.327,0.365,0.598,0.189,-0.189,0.189,-0.155,-0.762,-0.041
'0:09.076',0.027,-1.258,-1.286,0.616,0.656,-1.272,0.327,0.368,0.601,0.193,-0.185,0.190,-0.155,-0.767,-0.045
'0:09.077',0.029,-1.253,-1.282,0.612,0.655,-1.268,0.329,0.369,0.602,0.196,-0.183,0.192,-0.155,-0.764,-0.044
'0:09.078',0.032,-1.250,-1.280,0.609,0.656,-1.265,0.330,0.372,0.604,0.198,-0.183,0.194,-0.152,-0.759,-0.037
'0:09.079',0.030,-1.253,-1.284,0.611,0.657,-1.268,0.331,0.374,0.607,0.199,-0.183,0.194,-0.152,-0.759,-0.036
'0:09.080',0.031,-1.254,-1.285,0.611,0.658,-1.270,0.329,0.374,0.606,0.200,-0.182,0.193,-0.152,-0.759,-0.040
'0:09.081',0.030,-1.251,-1.281,0.611,0.655,-1.266,0.327,0.375,0.607,0.199,-0.181,0.194,-0.150,-0.758,-0.040
'0:09.082',0.031,-1.247,-1.278,0.608,0.655,-1.262,0.328,0.374,0.607,0.198,-0.181,0.193,-0.150,-0.755,-0.038
'0:09.083',0.032,-1.245,-1.278,0.607,0.655,-1.262,0.328,0.376,0.610,0.201,-0.180,0.195,-0.151,-0.757,-0.040
'0:09.084',0.032,-1.244,-1.274,0.606,0.653,-1.259,0.328,0.378,0.611,0.203,-0.178,0.194,-0.150,-0.755,-0.040
'0:09.085',0.032,-1.242,-1.273,0.605,0.652,-1.258,0.327,0.381,0.613,0.203,-0.176,0.196,-0.148,-0.751,-0.041
'0:09.086',0.030,-1.242,-1.272,0.606,0.651,-1.258,0.326,0.381,0.613,0.203,-0.175,0.196,-0.147,-0.746,-0.039
'0:09.087',0.028,-1.244,-1.272,0.608,0.650,-1.258,0.325,0.380,0.614,0.203,-0.175,0.196,-0.148,-0.743,-0.038
'0:09.088',0.028,-1.246,-1.275,0.609,0.652,-1.260,0.326,0.382,0.618,0.205,-0.175,0.198,-0.147,-0.745,-0.043
'0:09.089',0.032,-1.246,-1.277,0.607,0.654,-1.261,0.326,0.383,0.619,0.207,-0.176,0.198,-0.145,-0.745,-0.043
'0:09.090',0.029,-1.246,-1.274,0.608,0.652,-1.260,0.326,0.385,0.621,0.208,-0.174,0.201,-0.144,-0.746,-0.044
'0:09.091',0.029,-1.243,-1.272,0.607,0.651,-1.258,0.325,0.384,0.622,0.208,-0.174,0.202,-0.142,-0.746,-0.045
'0:09.092',0.035,-1.242,-1.276,0.604,0.656,-1.260,0.323,0.385,0.622,0.207,-0.176,0.201,-0.142,-0.741,-0.041
'0:09.093',0.035,-1.240,-1.275,0.602,0.655,-1.257,0.325,0.388,0.625,0.209,-0.176,0.202,-0.140,-0.742,-0.048
'0:09.094',0.034,-1.238,-1.272,0.602,0.653,-1.256,0.324,0.389,0.625,0.209,-0.177,0.201,-0.140,-0.746,-0.059
'0:09.095',0.032,-1.238,-1.270,0.603,0.651,-1.254,0.325,0.392,0.627,0.212,-0.174,0.203,-0.140,-0.740,-0.054
'0:09.096',0.029,-1.237,-1.266,0.604,0.648,-1.252,0.327,0.394,0.631,0.216,-0.172,0.205,-0.138,-0.742,-0.053
'0:09.097',0.030,-1.238,-1.268,0.604,0.649,-1.254,0.326,0.395,0.630,0.217,-0.172,0.205,-0.138,-0.747,-0.054
'0:09.098',0.032,-1.234,-1.266,0.601,0.649,-1.250,0.326,0.397,0.634,0.220,-0.170,0.207,-0.137,-0.742,-0.056
'0:09.099',0.032,-1.234,-1.266,0.601,0.649,-1.250,0.328,0.401,0.639,0.222,-0.167,0.210,-0.135,-0.742,-0.058
'0:09.100',0.034,-1.234,-1.268,0.601,0.651,-1.252,0.328,0.402,0.643,0.225,-0.165,0.212,-0.134,-0.741,-0.053
'0:09.101',0.032,-1.236,-1.268,0.602,0.650,-1.252,0.327,0.404,0.644,0.225,-0.165,0.212,-0.132,-0.742,-0.051
'0:09.102',0.030,-1.236,-1.266,0.603,0.648,-1.252,0.328,0.408,0.644,0.228,-0.166,0.214,-0.131,-0.743,-0.055
'0:09.103',0.035,-1.230,-1.264,0.598,0.649,-1.247,0.328,0.408,0.647,0.231,-0.165,0.215,-0.130,-0.740,-0.060
'0:09.104',0.035,-1.228,-1.263,0.596,0.649,-1.246,0.328,0.411,0.651,0.232,-0.163,0.217,-0.127,-0.741,-0.060
'0:09.105',0.035,-1.225,-1.260,0.595,0.647,-1.242,0.329,0.413,0.654,0.235,-0.163,0.220,-0.125,-0.737,-0.058
'0:09.106',0.035,-1.227,-1.262,0.596,0.648,-1.244,0.329,0.414,0.656,0.235,-0.161,0.223,-0.122,-0.734,-0.056
'0:09.107',0.035,-1.227,-1.262,0.596,0.648,-1.244,0.328,0.417,0.657,0.235,-0.160,0.224,-0.120,-0.735,-0.058
'0:09.108',0.038,-1.222,-1.260,0.592,0.649,-1.242,0.326,0.418,0.660,0.239,-0.158,0.226,-0.119,-0.732,-0.063
'0:09.109',0.039,-1.219,-1.258,0.590,0.648,-1.238,0.325,0.420,0.663,0.240,-0.157,0.226,-0.117,-0.726,-0.060
'0:09.110',0.036,-1.222,-1.258,0.593,0.647,-1.240,0.326,0.422,0.666,0.242,-0.155,0.226,-0.118,-0.723,-0.056
'0:09.111',0.035,-1.222,-1.258,0.594,0.646,-1.240,0.327,0.425,0.670,0.244,-0.152,0.229,-0.117,-0.724,-0.058
'0:09.112',0.037,-1.218,-1.256,0.590,0.647,-1.237,0.329,0.428,0.670,0.246,-0.152,0.229,-0.115,-0.723,-0.060
'0:09.113',0.038,-1.218,-1.257,0.590,0.648,-1.238,0.327,0.429,0.673,0.249,-0.150,0.233,-0.111,-0.722,-0.062
'0:09.114',0.041,-1.216,-1.258,0.588,0.649,-1.237,0.326,0.433,0.675,0.250,-0.149,0.235,-0.108,-0.722,-0.065
'0:09.115',0.042,-1.215,-1.256,0.586,0.649,-1.236,0.327,0.438,0.678,0.253,-0.147,0.236,-0.108,-0.719,-0.068
'0:09.116',0.041,-1.213,-1.254,0.586,0.648,-1.234,0.330,0.441,0.684,0.258,-0.144,0.240,-0.107,-0.719,-0.067
'0:09.117',0.043,-1.210,-1.252,0.584,0.648,-1.232,0.331,0.445,0.691,0.264,-0.141,0.242,-0.103,-0.719,-0.066
'0:09.118',0.044,-1.208,-1.252,0.582,0.648,-1.230,0.330,0.448,0.694,0.268,-0.138,0.246,-0.098,-0.716,-0.065
'0:09.119',0.043,-1.211,-1.254,0.584,0.649,-1.232,0.332,0.450,0.696,0.269,-0.138,0.246,-0.100,-0.719,-0.069
'0:09.120',0.045,-1.212,-1.256,0.583,0.651,-1.234,0.333,0.453,0.698,0.272,-0.137,0.248,-0.099,-0.720,-0.071
'0:09.121',0.046,-1.208,-1.254,0.580,0.650,-1.230,0.333,0.456,0.703,0.274,-0.134,0.253,-0.095,-0.717,-0.072
'0:09.122',0.049,-1.206,-1.255,0.579,0.652,-1.230,0.336,0.462,0.708,0.278,-0.132,0.255,-0.093,-0.716,-0.074
'0:09.123',0.053,-1.205,-1.258,0.575,0.656,-1.232,0.336,0.464,0.712,0.280,-0.131,0.256,-0.091,-0.719,-0.077
'0:09.124',0.059,-1.198,-1.257,0.570,0.658,-1.228,0.333,0.466,0.715,0.282,-0.130,0.257,-0.089,-0.720,-0.081
'0:09.125',0.058,-1.194,-1.252,0.568,0.655,-1.222,0.335,0.469,0.719,0.288,-0.127,0.262,-0.085,-0.715,-0.082
'0:09.126',0.061,-1.191,-1.252,0.565,0.656,-1.221,0.335,0.470,0.720,0.288,-0.124,0.262,-0.083,-0.712,-0.085
'0:09.127',0.063,-1.190,-1.252,0.563,0.657,-1.221,0.334,0.474,0.726,0.288,-0.124,0.265,-0.078,-0.705,-0.085
'0:09.128',0.062,-1.188,-1.250,0.562,0.656,-1.219,0.335,0.477,0.731,0.292,-0.122,0.269,-0.075,-0.702,-0.086
'0:09.129',0.062,-1.183,-1.246,0.560,0.654,-1.214,0.337,0.481,0.734,0.297,-0.120,0.272,-0.074,-0.701,-0.087
'0:09.130',0.060,-1.180,-1.240,0.559,0.650,-1.210,0.339,0.487,0.740,0.301,-0.118,0.277,-0.070,-0.698,-0.087
'0:09.131',0.062,-1.177,-1.238,0.557,0.650,-1.207,0.338,0.491,0.745,0.305,-0.115,0.281,-0.068,-0.698,-0.090
'0:09.132',0.058,-1.177,-1.234,0.559,0.645,-1.205,0.339,0.494,0.750,0.309,-0.112,0.283,-0.066,-0.694,-0.090
'0:09.133',0.053,-1.177,-1.231,0.562,0.642,-1.204,0.340,0.497,0.754,0.312,-0.110,0.285,-0.064,-0.693,-0.092
'0:09.134',0.053,-1.172,-1.226,0.559,0.639,-1.198,0.339,0.501,0.760,0.317,-0.107,0.290,-0.060,-0.690,-0.095
'0:09.135',0.056,-1.169,-1.225,0.556,0.640,-1.197,0.340,0.505,0.764,0.322,-0.104,0.292,-0.058,-0.685,-0.097
'0:09.136',0.060,-1.168,-1.228,0.553,0.644,-1.198,0.340,0.509,0.768,0.325,-0.102,0.292,-0.058,-0.685,-0.099
'0:09.137',0.064,-1.165,-1.228,0.550,0.646,-1.197,0.342,0.516,0.773,0.329,-0.100,0.297,-0.054,-0.688,-0.102
'0:09.138',0.063,-1.169,-1.232,0.553,0.647,-1.200,0.343,0.523,0.779,0.336,-0.096,0.301,-0.051,-0.694,-0.108
'0:09.139',0.065,-1.167,-1.232,0.551,0.649,-1.200,0.343,0.525,0.783,0.338,-0.093,0.304,-0.049,-0.693,-0.111
'0:09.140',0.067,-1.159,-1.226,0.545,0.647,-1.192,0.341,0.527,0.787,0.341,-0.093,0.307,-0.044,-0.686,-0.112
'0:09.141',0.069,-1.157,-1.226,0.543,0.647,-1.191,0.341,0.531,0.791,0.345,-0.090,0.310,-0.040,-0.684,-0.114
'0:09.142',0.070,-1.158,-1.228,0.544,0.649,-1.193,0.345,0.537,0.798,0.350,-0.086,0.316,-0.038,-0.685,-0.115
'0:09.143',0.070,-1.153,-1.224,0.541,0.647,-1.188,0.344,0.541,0.802,0.354,-0.083,0.319,-0.035,-0.683,-0.119
'0:09.144',0.074,-1.148,-1.222,0.536,0.648,-1.185,0.344,0.544,0.805,0.359,-0.081,0.321,-0.033,-0.681,-0.121
'0:09.145',0.072,-1.151,-1.224,0.539,0.648,-1.188,0.345,0.549,0.813,0.364,-0.079,0.325,-0.030,-0.681,-0.119
'0:09.146',0.073,-1.148,-1.221,0.537,0.647,-1.185,0.343,0.552,0.816,0.366,-0.077,0.327,-0.026,-0.676,-0.120
'0:09.147',0.074,-1.141,-1.214,0.533,0.644,-1.177,0.343,0.555,0.820,0.368,-0.073,0.331,-0.022,-0.668,-0.120
'0:09.148',0.076,-1.135,-1.210,0.529,0.643,-1.173,0.344,0.560,0.826,0.374,-0.070,0.338,-0.017,-0.661,-0.121
'0:09.149',0.079,-1.129,-1.207,0.525,0.643,-1.168,0.343,0.564,0.830,0.380,-0.067,0.340,-0.013,-0.657,-0.123
'0:09.150',0.077,-1.129,-1.206,0.525,0.641,-1.167,0.342,0.567,0.838,0.385,-0.062,0.345,-0.009,-0.655,-0.126
'0:09.151',0.082,-1.125,-1.206,0.522,0.644,-1.166,0.344,0.572,0.843,0.391,-0.057,0.350,-0.005,-0.652,-0.128
'0:09.152',0.084,-1.121,-1.206,0.518,0.645,-1.164,0.343,0.576,0.846,0.393,-0.056,0.353,-0.001,-0.649,-0.130
'0:09.153',0.085,-1.121,-1.206,0.517,0.645,-1.163,0.341,0.580,0.851,0.399,-0.051,0.357,0.004,-0.644,-0.134
'0:09.154',0.084,-1.117,-1.200,0.516,0.642,-1.159,0.341,0.584,0.855,0.403,-0.044,0.362,0.007,-0.639,-0.135
'0:09.155',0.082,-1.113,-1.194,0.515,0.638,-1.153,0.341,0.587,0.861,0.408,-0.041,0.367,0.011,-0.636,-0.137
'0:09.156',0.086,-1.107,-1.194,0.510,0.640,-1.151,0.343,0.592,0.868,0.415,-0.035,0.373,0.016,-0.638,-0.139
'0:09.157',0.090,-1.103,-1.192,0.506,0.641,-1.147,0.344,0.596,0.874,0.421,-0.029,0.378,0.020,-0.639,-0.142
'0:09.158',0.092,-1.099,-1.192,0.503,0.642,-1.145,0.343,0.600,0.879,0.429,-0.026,0.382,0.025,-0.635,-0.146
'0:09.159',0.092,-1.096,-1.188,0.501,0.640,-1.142,0.344,0.603,0.884,0.433,-0.021,0.388,0.029,-0.633,-0.150
'0:09.160',0.094,-1.094,-1.188,0.499,0.641,-1.141,0.344,0.606,0.888,0.438,-0.017,0.393,0.034,-0.633,-0.154
'0:09.161',0.096,-1.088,-1.184,0.496,0.640,-1.136,0.344,0.610,0.893,0.443,-0.013,0.398,0.040,-0.630,-0.154
'0:09.162',0.093,-1.081,-1.175,0.493,0.634,-1.128,0.345,0.614,0.899,0.449,-0.006,0.404,0.043,-0.624,-0.153
'0:09.163',0.099,-1.076,-1.174,0.488,0.636,-1.125,0.344,0.618,0.904,0.454,-0.003,0.409,0.046,-0.622,-0.154
'0:09.164',0.102,-1.068,-1.171,0.482,0.637,-1.119,0.344,0.622,0.910,0.460,0.003,0.415,0.052,-0.620,-0.157
'0:09.165',0.104,-1.062,-1.167,0.479,0.635,-1.115,0.343,0.624,0.914,0.465,0.009,0.420,0.058,-0.614,-0.160
'0:09.166',0.106,-1.059,-1.165,0.476,0.636,-1.112,0.341,0.625,0.916,0.468,0.011,0.424,0.064,-0.607,-0.163
'0:09.167',0.107,-1.056,-1.163,0.474,0.635,-1.110,0.338,0.627,0.919,0.471,0.015,0.429,0.070,-0.602,-0.163
'0:09.168',0.108,-1.056,-1.163,0.473,0.636,-1.109,0.337,0.628,0.922,0.474,0.019,0.433,0.073,-0.602,-0.166
'0:09.169',0.108,-1.051,-1.159,0.471,0.634,-1.105,0.336,0.629,0.927,0.479,0.025,0.438,0.077,-0.601,-0.172
'0:09.170',0.110,-1.045,-1.154,0.468,0.632,-1.099,0.335,0.633,0.932,0.483,0.028,0.443,0.081,-0.595,-0.173
'0:09.171',0.110,-1.042,-1.151,0.466,0.630,-1.097,0.336,0.636,0.934,0.489,0.032,0.447,0.084,-0.590,-0.171
'0:09.172',0.110,-1.039,-1.149,0.465,0.629,-1.094,0.336,0.638,0.939,0.493,0.037,0.453,0.089,-0.587,-0.170
'0:09.173',0.112,-1.035,-1.147,0.462,0.629,-1.091,0.333,0.641,0.943,0.497,0.040,0.458,0.095,-0.580,-0.172
'0:09.174',0.113,-1.031,-1.144,0.459,0.629,-1.087,0.331,0.641,0.945,0.501,0.043,0.461,0.098,-0.574,-0.172
'0:09.175',0.116,-1.029,-1.145,0.457,0.630,-1.087,0.330,0.642,0.949,0.505,0.049,0.466,0.102,-0.571,-0.170
'0:09.176',0.119,-1.023,-1.142,0.452,0.631,-1.083,0.330,0.646,0.952,0.511,0.052,0.472,0.105,-0.573,-0.172
'0:09.177',0.121,-1.016,-1.137,0.448,0.629,-1.077,0.331,0.647,0.955,0.516,0.056,0.477,0.109,-0.572,-0.176
'0:09.178',0.121,-1.014,-1.135,0.447,0.628,-1.075,0.330,0.647,0.959,0.520,0.059,0.482,0.113,-0.570,-0.178
